,t1,t2,rel
7724,good clinical practices,gcp,synonym
7725,long term,replacement propellers,ancestor
7726,bumble bees,alkali bees,sibling
7727,markup language,xml,synonym
7728,weather monitoring,air speed,ancestor
7729,multi function active sensor,mfas,synonym
7730,mfas,multi function active sensor,synonym
7731,eu aviation safety agency,easa,synonym
7732,dubai silicon oasis authority,dsoa,synonym
7733,dsoa,dubai silicon oasis authority,synonym
7734,restful api,soap web services,sibling
7735,soap web services,restful api,sibling
7736,bayesian belief network,bbn,synonym
7737,bbn,bayesian belief network,synonym
7738,unmanned aerospace studies,uas,synonym
7739,nearest neighbors,nn,synonym
7740,attitude sensor package,asp,synonym
7741,asp,attitude sensor package,synonym
7742,asp,advanced support program,synonym
7743,common access card,cac,synonym
7744,external usenet,nntp,synonym
7745,nntp,external usenet,synonym
7746,mobile service robot,msr,synonym
7747,msr,mobile service robot,synonym
7748,general public license,gpl,synonym
7749,wetland rapid assessment procedure,wrap,synonym
7750,wrap,wetland rapid assessment procedure,synonym
7751,federal motor carrier safety administration,fmcsa,synonym
7752,fmcsa,federal motor carrier safety administration,synonym
7753,togaf framework,the open group architecture framework,synonym
7754,outlook web access,owa,synonym
7755,owa,outlook web access,synonym
7756,uniform mitigation assessment method,umam,synonym
7757,umam,uniform mitigation assessment method,synonym
7758,unite,uav national industry team,synonym
7759,uav national industry team,unite,synonym
7760,vortex lattice model,vlm,synonym
7761,vlm,vortex lattice model,synonym
7762,vlm,aaa,sibling
7763,central volcanic zone,cvz,synonym
7764,cvz,central volcanic zone,synonym
7765,gsm,cdma,sibling
7766,cdma,gsm,sibling
7767,cdma,code division multiple access,synonym
7768,other government agencies,oga,synonym
7769,oga,other government agencies,synonym
7770,month end,quarter end,sibling
7771,oblique active tilting,oat,synonym
7772,oat,oblique active tilting,synonym
7773,ozone depleting substances,ods,synonym
7774,ods,ozone depleting substances,synonym
7775,unmanned airborne vehicles,uav,synonym
7776,carbon fiber reinforced plastic,cfrp,synonym
7777,cfrp,carbon fiber reinforced plastic,synonym
7778,cfrp,carbon fiber reinforced polymer,synonym
7779,linear individual pitch control,lipc,synonym
7780,lipc,linear individual pitch control,synonym
7781,rapid prototyping event,rpe,synonym
7782,rpe,rapid prototyping event,synonym
7783,intelligence systems support office,isso,synonym
7784,isso,intelligence systems support office,synonym
7785,odbc drivers,teradata odbc,sibling
7786,teradata odbc,odbc drivers,sibling
7787,user workflow requirements,business processes,synonym
7788,business processes,user workflow requirements,synonym
7789,south american,soam,synonym
7790,soam,south american,synonym
7791,internationalized resource identifiers,iris,synonym
7792,low altitude airspace notification capability,laanc,synonym
7793,physical downlink shared channel,pdsch,synonym
7794,pdsch,physical downlink shared channel,synonym
7795,iot device,mqtt client,synonym
7796,mqtt client,iot device,synonym
7797,dual processing theories,dpt,synonym
7798,dpt,dual processing theories,synonym
7799,network centric operations,nco,synonym
7800,dsl,vpn,sibling
7801,dsl,dart stepped leader,synonym
7802,threat detection,situational awareness,sibling
7803,ecc,crm,sibling
7804,humpback whales,marine animals,ancestor
7805,composite affordability initiative,cai,synonym
7806,cai,composite affordability initiative,synonym
7807,national board professional teacher standards,nbpts,synonym
7808,nbpts,national board professional teacher standards,synonym
7809,flight sim,hdmi,synonym
7810,hdmi,flight sim,synonym
7811,high resolution rapid refresh,hrrr,synonym
7812,hrrr,high resolution rapid refresh,synonym
7813,geo spatial mapping,infrastructure inspection,sibling
7814,geo spatial mapping,aerial imaging missions,ancestor
7815,north atlantic craton,nac,synonym
7816,nac,north atlantic craton,synonym
7817,nac,nextgen advisory committee,synonym
7818,auxiliary systems,control systems,ancestor
7819,defense sciences engineering division,dsed,synonym
7820,dsed,defense sciences engineering division,synonym
7821,forced knee extension,fke,synonym
7822,fke,forced knee extension,synonym
7823,eastern alkaline province,eap,synonym
7824,eap,eastern alkaline province,synonym
7825,eap,enterprise architecture planning,synonym
7826,individual instability exponents,iies,synonym
7827,iies,individual instability exponents,synonym
7828,federal airworthiness regulations,far,synonym
7829,transferring data,receiving responses,sibling
7830,transferring data,issuing commands,sibling
7831,latest technologies,flex,ancestor
7832,latest technologies,ajax,ancestor
7833,latest technologies,gwt,ancestor
7834,foreign nationals,fns,synonym
7835,fns,foreign nationals,synonym
7836,receiver signal strength indicator,rssi,synonym
7837,hamilton pilot training system,hpts,synonym
7838,hpts,hamilton pilot training system,synonym
7839,rogue state media,rsm,synonym
7840,rsm,rogue state media,synonym
7841,rsm,resolute support mission,synonym
7842,accounting office,gao,synonym
7843,coastal zone management,czma,synonym
7844,czma,coastal zone management,synonym
7845,system development life cycle,sdlc,synonym
7846,field service representative,fsr,synonym
7847,fsr,field service representative,synonym
7848,fsr,feasibility study report,synonym
7849,step s406,step s410,synonym
7850,step s406,s407,sibling
7851,step s410,step s406,synonym
7852,least significant byte,lsb,synonym
7853,lsb,least significant byte,synonym
7854,north west frontier province,nwfp,synonym
7855,ngc,aws,sibling
7856,ngc,national gateway center,synonym
7857,common configuration enumeration,cce,synonym
7858,cce,common configuration enumeration,synonym
7859,threat detection system,tds,synonym
7860,tds,threat detection system,synonym
7861,programming languages,bpel,ancestor
7862,programming languages,basic,ancestor
7863,internal combustion engines,fuel cells,sibling
7864,electronic speckle pattern interferometry,espi,synonym
7865,espi,electronic speckle pattern interferometry,synonym
7866,multi purpose,er/mp,synonym
7867,multi purpose,ermp,synonym
7868,er/mp,multi purpose,synonym
7869,research libraries uk,rluk,synonym
7870,rluk,research libraries uk,synonym
7871,mobile datacomm,mdc,synonym
7872,daytime operations,visual line of sight,sibling
7873,daytime operations,line of sight,sibling
7874,ecological marine unit,emu,synonym
7875,emu,ecological marine unit,synonym
7876,code excited linear prediction,celp,synonym
7877,celp,code excited linear prediction,synonym
7878,nasa common research model,crm,synonym
7879,enterprise messaging system,ems,synonym
7880,ems,enterprise messaging system,synonym
7881,ems,emergency medical services,synonym
7882,intelligent display series,ids,synonym
7883,israel defence forces,idf,synonym
7884,idf,israel defence forces,synonym
7885,state fair,department of transportation,sibling
7886,ajax,gwt,sibling
7887,ajax,flex,sibling
7888,japanese ground self defence force,jgsdf,synonym
7889,jgsdf,japanese ground self defence force,synonym
7890,rock properties,fracture toughness,ancestor
7891,andrews information systems building,aisb,synonym
7892,aisb,andrews information systems building,synonym
7893,exception handling,high speed,sibling
7894,centralized funds management systems,cfms,synonym
7895,cfms,centralized funds management systems,synonym
7896,security measures,remote identification,ancestor
7897,service provider,text messaging,synonym
7898,service provider,service provisioning,ancestor
7899,airline transport,atp,synonym
7900,fhd,high definition,synonym
7901,secure socket layer,ssl,synonym
7902,tropical rain measuring mission,trmm,synonym
7903,ieee xplore,google scholar,sibling
7904,ieee xplore,acm digital library,sibling
7905,gigabit ethernet,ge,synonym
7906,night vision,thermal imaging,sibling
7907,base station,bs,synonym
7908,general availability,ga,synonym
7909,java studio enterprise,jse,synonym
7910,jse,java studio enterprise,synonym
7911,ghz,ka band,synonym
7912,ka band,ghz,synonym
7913,british royal navy,rn,synonym
7914,rn,british royal navy,synonym
7915,"12,000 attendees",it,ancestor
7916,supplier code number,scn,synonym
7917,scn,supplier code number,synonym
7918,original equipment manufacturers,oems,synonym
7919,original equipment manufacturers,oem,synonym
7920,oems,original equipment manufacturers,synonym
7921,maritime applied physics corporation,mapc,synonym
7922,mapc,maritime applied physics corporation,synonym
7923,desktop application,windows forms application,synonym
7924,windows forms application,desktop application,synonym
7925,windows forms application,dotnetmq manager,synonym
7926,compact laser weapons system,clws,synonym
7927,clws,compact laser weapons system,synonym
7928,pakistani extremists,baitullah mehsud,ancestor
7929,american helicopter society,ahs,synonym
7930,ahs,american helicopter society,synonym
7931,long endurance marine unmanned surface vehicle,lemusv,synonym
7932,lemusv,long endurance marine unmanned surface vehicle,synonym
7933,programmable logic arrays,pla,synonym
7934,pla,programmable logic arrays,synonym
7935,advanced driver assistance systems,adas,synonym
7936,adas,advanced driver assistance systems,synonym
7937,adas,associate deputy assistant secretary,synonym
7938,load balanced,fault tolerant,sibling
7939,forest management,agricultural surveys,sibling
7940,forest management,search and rescue,sibling
7941,forest management,package deliveries,sibling
7942,lighting imaging sensor,lis,synonym
7943,explosively formed projectiles,efps,synonym
7944,efps,explosively formed projectiles,synonym
7945,fédération aéronautique internationale,fai,synonym
7946,fai,fédération aéronautique internationale,synonym
7947,fai,federation aeronautique internationale,synonym
7948,aerial sensor networks,asns,synonym
7949,asns,aerial sensor networks,synonym
7950,dhl,ups,sibling
7951,unified autopilot interfaces,uai,synonym
7952,uai,unified autopilot interfaces,synonym
7953,miniature air launched decoy,mald,synonym
7954,mald,miniature air launched decoy,synonym
7955,national security agency,nsa,synonym
7956,effort reporting system,ers,synonym
7957,ers,effort reporting system,synonym
7958,mobile force protection,counter unmanned air systems,ancestor
7959,mobile force protection,mfp,synonym
7960,data structure,json,ancestor
7961,general motors,gm,synonym
7962,gm,general motors,synonym
7963,hazmat,hazardous materials,synonym
7964,grand forks,north dakota,synonym
7965,concurrent engineering,ce,synonym
7966,ce,concurrent engineering,synonym
7967,empirical matched field processing,emfp,synonym
7968,emfp,empirical matched field processing,synonym
7969,core network,cn,synonym
7970,air traffic control centers,atc,synonym
7971,downward facing camera,m200,synonym
7972,m200,downward facing camera,synonym
7973,xt60,charger cables,sibling
7974,charger cables,xt60,sibling
7975,air operations center,aoc,synonym
7976,long beach,ca,synonym
7977,rapid reaction technology office,rrto,synonym
7978,rrto,rapid reaction technology office,synonym
7979,sensor systems,canvass,synonym
7980,canvass,sensor systems,synonym
7981,human autonomy teaming,hat,synonym
7982,system on module,som,synonym
7983,som,system on module,synonym
7984,som,self organizing map,synonym
7985,federal aviation association,faa,synonym
7986,home altitude,ha,synonym
7987,ha,home altitude,synonym
7988,ha,hawaiian airlines,synonym
7989,ha,high availability,synonym
7990,north texas,unt,synonym
7991,unt,north texas,synonym
7992,hand gesture recognition,apas,sibling
7993,directed energy systems,solid state lasers,synonym
7994,solid state lasers,directed energy systems,synonym
7995,colored dissolved organic matter,cdom,synonym
7996,cdom,colored dissolved organic matter,synonym
7997,lieutenant colonel,gs,synonym
7998,airborne signals intelligence payload,asip,synonym
7999,asip,airborne signals intelligence payload,synonym
8000,intelligent transport systems,its,synonym
8001,fbi,us,ancestor
8002,fbi,law enforcement agencies,ancestor
8003,based languages,ms windows,ancestor
8004,essential safety requirements,esr,synonym
8005,esr,essential safety requirements,synonym
8006,esr,enhanced source removal,synonym
8007,esr,electron spin resonance,synonym
8008,agriculture research service,ars,synonym
8009,ars,agriculture research service,synonym
8010,northern california,spatial distribution,ancestor
8011,xsd,xml schema,synonym
8012,xml schema,xsd,synonym
8013,intrusion prevention systems,ipss,synonym
8014,ipss,intrusion prevention systems,synonym
8015,advanced video coding,avc,synonym
8016,avc,advanced video coding,synonym
8017,semi global block match,sgbm,synonym
8018,sgbm,semi global block match,synonym
8019,multispectral camera,ndvi,synonym
8020,wet conditions,water resistant,synonym
8021,water resistant,wet conditions,synonym
8022,plat pays volcanic complex,ppvc,synonym
8023,ppvc,plat pays volcanic complex,synonym
8024,progress reports,raw data,sibling
8025,raw data,progress reports,sibling
8026,macbook pro,retina display,synonym
8027,retina display,macbook pro,synonym
8028,national uas standardized testing and recording,nustar,synonym
8029,nustar,national uas standardized testing and recording,synonym
8030,common log format,clf,synonym
8031,clf,common log format,synonym
8032,oid,ldap,synonym
8033,oid,object identifiers,synonym
8034,in orbit validation,iov,synonym
8035,bring your own license,byol,synonym
8036,byol,bring your own license,synonym
8037,sttr,sbir,sibling
8038,sttr,technology transfer,synonym
8039,explosive detectionsystems,eds,synonym
8040,eds,explosive detectionsystems,synonym
8041,model based,object oriented design,sibling
8042,object oriented design,model based,sibling
8043,europe union,eu,synonym
8044,lone star unmanned aircraft systems center,lsuasc,synonym
8045,lsuasc,lone star unmanned aircraft systems center,synonym
8046,process knowledge systems,pks,synonym
8047,pks,process knowledge systems,synonym
8048,target illumination,communications relay,sibling
8049,communications relay,target illumination,sibling
8050,autonomous weapons systems,unmanned aerial,ancestor
8051,residential energy consumption surveys,recs,synonym
8052,recs,residential energy consumption surveys,synonym
8053,business case analysis,bca,synonym
8054,bca,business case analysis,synonym
8055,storage devices,ssds,synonym
8056,ssds,storage devices,synonym
8057,advanced traveler information system,atis,synonym
8058,atis,advanced traveler information system,synonym
8059,driving while intoxicated,dwi,synonym
8060,dwi,driving while intoxicated,synonym
8061,counter uas technology,autonomous vehicles,sibling
8062,east rift zone,erz,synonym
8063,erz,east rift zone,synonym
8064,visual met conditions,vmc,synonym
8065,vmc,visual met conditions,synonym
8066,federated universal synchronization engine,fuse,synonym
8067,fuse,federated universal synchronization engine,synonym
8068,creative electronic systems,ces,synonym
8069,animal surveys,search and rescue,sibling
8070,fixed base operation,fbo,synonym
8071,fbo,fixed base operation,synonym
8072,fbo,fixed base operator,synonym
8073,construction site monitoring,aerial surveying,sibling
8074,construction site monitoring,oil rig,sibling
8075,aerial surveying,construction site monitoring,sibling
8076,aerial surveying,oil rig,sibling
8077,ofm,oracle fusion middleware,synonym
8078,national defence,south korea,synonym
8079,south korea,national defence,synonym
8080,deutsche flugsicherung,dfs,synonym
8081,dfs,deutsche flugsicherung,synonym
8082,basic fighter maneuvers,bfm,synonym
8083,bfm,basic fighter maneuvers,synonym
8084,of economic adjustment,oea,synonym
8085,oea,of economic adjustment,synonym
8086,generalized exponential markov,gem,synonym
8087,gem,generalized exponential markov,synonym
8088,working group,ucs wg,synonym
8089,ucs wg,working group,synonym
8090,flying car,passenger drone,sibling
8091,passenger drone,flying car,sibling
8092,bridge inspections,search and rescue,sibling
8093,bridge inspections,land surveying,sibling
8094,unmanned logistics air vehicle,ulav,synonym
8095,ulav,unmanned logistics air vehicle,synonym
8096,key components,aviator problem solving,ancestor
8097,closed circuit television cameras,cctvs,synonym
8098,cctvs,closed circuit television cameras,synonym
8099,international aviation safety assessment,iasa,synonym
8100,iasa,international aviation safety assessment,synonym
8101,sql scripts,ssis log,sibling
8102,ssis log,sql scripts,sibling
8103,spiral tracks,noise generator,synonym
8104,noise generator,spiral tracks,synonym
8105,cloud native computing foundation,cncf,synonym
8106,cncf,cloud native computing foundation,synonym
8107,million cubic meters,mcm,synonym
8108,upper mantle,lower crustal,sibling
8109,lower crustal,upper mantle,sibling
8110,business intelligence beans,common files,synonym
8111,common files,business intelligence beans,synonym
8112,national security areas,nsas,synonym
8113,nsas,national security areas,synonym
8114,air traffic,air tankers,ancestor
8115,air traffic,aviation safety,sibling
8116,web browser,end user,ancestor
8117,web browser,internet explorer,ancestor
8118,web browser,single threaded,synonym
8119,batch input map,bim,synonym
8120,on demand mobility,odm,synonym
8121,odm,on demand mobility,synonym
8122,narrow bipolar pulse,nbp,synonym
8123,nbp,narrow bipolar pulse,synonym
8124,buzzer,switch,sibling
8125,switch,buzzer,sibling
8126,viet nam,vn,synonym
8127,vn,viet nam,synonym
8128,pesticide root zone model,przm,synonym
8129,przm,pesticide root zone model,synonym
8130,program manager,pm,synonym
8131,station unit,radio controller,synonym
8132,radio controller,station unit,synonym
8133,nxt,ros,sibling
8134,elon musk,stephen hawking,sibling
8135,aviation system block upgrade,asbu,synonym
8136,asbu,aviation system block upgrade,synonym
8137,software architecture,architectural design,synonym
8138,software architecture,ecsa,synonym
8139,software architecture,sa,synonym
8140,temporary flight restriction,tfr,synonym
8141,virtual smart card,vsc,synonym
8142,vsc,virtual smart card,synonym
8143,aircraft dispatcher,adx,synonym
8144,adx,aircraft dispatcher,synonym
8145,low frequency,high frequency,sibling
8146,high frequency,low frequency,sibling
8147,high frequency,uhf,synonym
8148,j2ee,jms,sibling
8149,j2ee,corba,sibling
8150,pseudo geostationary lightning mapper,glm,synonym
8151,pseudo geostationary lightning mapper,pglm,synonym
8152,tilt rotor,vtol,sibling
8153,serial telemetry,uart,synonym
8154,web ui,api,sibling
8155,led illumination,gps,sibling
8156,autonomously flown,radio controlled,sibling
8157,ioannis pitas,auth,synonym
8158,auth,ioannis pitas,synonym
8159,virginia aviation board,vab,synonym
8160,vab,virginia aviation board,synonym
8161,treasury board sectretariat,tbs,synonym
8162,tbs,treasury board sectretariat,synonym
8163,user operational evaluation system,uoes,synonym
8164,uoes,user operational evaluation system,synonym
8165,inferior gleno humeral ligament,ighl,synonym
8166,ighl,inferior gleno humeral ligament,synonym
8167,emergency alert system,eas,synonym
8168,eas,emergency alert system,synonym
8169,intelligent flying machines,ifm,synonym
8170,ifm,intelligent flying machines,synonym
8171,vb6,visual basic,synonym
8172,physical characteristics,flight controller,sibling
8173,electro optical targeting system,eots,synonym
8174,eots,electro optical targeting system,synonym
8175,strategic technology office,sto,synonym
8176,sto,strategic technology office,synonym
8177,andrew banks,ibm,synonym
8178,ibm,andrew banks,synonym
8179,ibm,international business machines corporation,synonym
8180,ibm,rahul gupta,synonym
8181,ibm,izu bonin mariana,synonym
8182,ibm,individual based models,synonym
8183,server centric,j2ee,ancestor
8184,charging stations,landing facilities,sibling
8185,landing facilities,charging stations,sibling
8186,film production,search and rescue,sibling
8187,traffic flow management,automatic dependent surveillance broadcast,sibling
8188,automatic dependent surveillance broadcast,traffic flow management,sibling
8189,avoid congestion,temporary road,sibling
8190,temporary road,avoid congestion,sibling
8191,remote pilot station,rps,synonym
8192,multi modal,car sharing,sibling
8193,ctol,cv,sibling
8194,drug interdiction,search and rescue,sibling
8195,lane departure warning,ldw,synonym
8196,ldw,lane departure warning,synonym
8197,radio communication,communication systems,ancestor
8198,south african broadcasting corporation,sabc,synonym
8199,sabc,south african broadcasting corporation,synonym
8200,propulsion systems,battery powered,ancestor
8201,propulsion systems,power sources,sibling
8202,battery powered,long range,sibling
8203,high density,connectivity line,sibling
8204,connectivity line,high density,sibling
8205,agricultural applications,remote sensing,ancestor
8206,sensor networks,mqtt sn,synonym
8207,mqtt sn,sensor networks,synonym
8208,white hot,black hot,sibling
8209,black hot,white hot,sibling
8210,integrated architecture framework,iaf,synonym
8211,metropolitan planning organizations,mpos,synonym
8212,mpos,metropolitan planning organizations,synonym
8213,sesar joint undertaking,sesar ju,synonym
8214,sesar ju,sesar joint undertaking,synonym
8215,"500,000 yen","$4,000",synonym
8216,"$4,000","500,000 yen",synonym
8217,feature set,high intensity,ancestor
8218,reference design kit,rdk s2e,synonym
8219,rdk s2e,reference design kit,synonym
8220,uas service supplier,uss,synonym
8221,trade offs,iso,ancestor
8222,conference program,plenary lectures,ancestor
8223,operationally responsive space,ors,synonym
8224,ors,operationally responsive space,synonym
8225,out of memory,oom,synonym
8226,oom,out of memory,synonym
8227,civil aviation organization,icao,synonym
8228,resistance temperature detector,rtd,synonym
8229,rtd,resistance temperature detector,synonym
8230,gorgon stare,is,sibling
8231,portal metrics,api,ancestor
8232,site specific crop management,sscm,synonym
8233,sscm,site specific crop management,synonym
8234,lte modem,gps,sibling
8235,code division multiple access,cdma,synonym
8236,evaluating emerging,delivery drones,ancestor
8237,law enforcement assistance program,leap,synonym
8238,leap,law enforcement assistance program,synonym
8239,ground sampling distance,gsd,synonym
8240,australian certified uav operators,acuo,synonym
8241,acuo,australian certified uav operators,synonym
8242,average selling prices,asps,synonym
8243,asps,average selling prices,synonym
8244,global data services,gds,synonym
8245,gds,global data services,synonym
8246,civil engineering,electrical engineering,sibling
8247,civil engineering,land surveyors,sibling
8248,electrical engineering,civil engineering,sibling
8249,electrical engineering,michael han,sibling
8250,intelligent munitions system,ims,synonym
8251,renewable aviation fuels development center,rafdc,synonym
8252,rafdc,renewable aviation fuels development center,synonym
8253,small unmanned,voltage regulation,ancestor
8254,small unmanned,power distribution,ancestor
8255,voltage regulation,power distribution,sibling
8256,high rise buildings,complex structures,ancestor
8257,complex structures,launch facilities,ancestor
8258,singularity image format,sif,synonym
8259,sif,singularity image format,synonym
8260,computer assisted testing service,cats,synonym
8261,cats,computer assisted testing service,synonym
8262,cats,civil aviation technical standards,synonym
8263,schedule 14a,proxy statement,synonym
8264,proxy statement,schedule 14a,synonym
8265,depth of field,dof,synonym
8266,kansas university,ku,synonym
8267,ku,kansas university,synonym
8268,foreign military sale,fms,synonym
8269,federation aeronautique internationale,fai,synonym
8270,uhf,high frequency,synonym
8271,zircon ages,shrimp,synonym
8272,shrimp,zircon ages,synonym
8273,point of care testing,poct,synonym
8274,poct,point of care testing,synonym
8275,national aeronautical charting group,nacg,synonym
8276,nacg,national aeronautical charting group,synonym
8277,micro uas,mav,synonym
8278,uninhabited air vehicles,uavs,synonym
8279,related occupations,civil engineers,ancestor
8280,cumulative patch,cp,synonym
8281,cp,cumulative patch,synonym
8282,bat conservation international,bci,synonym
8283,electro magnetic,em,synonym
8284,lile,hfse,sibling
8285,lile,large ion lithophile elements,synonym
8286,user interfaces,ui,synonym
8287,figure of merit,fom,synonym
8288,fom,figure of merit,synonym
8289,altitude headed reference system,ahrs,synonym
8290,ahrs,altitude headed reference system,synonym
8291,high voltage overhead,communication towers,sibling
8292,robertson river igneous suite,rris,synonym
8293,rris,robertson river igneous suite,synonym
8294,of ground effect,oge,synonym
8295,oge,of ground effect,synonym
8296,radio determination satellite service,rdss,synonym
8297,rdss,radio determination satellite service,synonym
8298,shadow tuas,tactical unmanned aerial system,synonym
8299,tactical unmanned aerial system,shadow tuas,synonym
8300,tactical unmanned aerial system,tuas,synonym
8301,tactical unmanned aerial system,uas,synonym
8302,virtual geomagnetic pole,vgp,synonym
8303,vgp,virtual geomagnetic pole,synonym
8304,comtech mobile data corporation,cmdc,synonym
8305,cmdc,comtech mobile data corporation,synonym
8306,legitimate purposes,search and rescue,ancestor
8307,legitimate purposes,film production,ancestor
8308,optimized virtual fields method,ovfm,synonym
8309,ovfm,optimized virtual fields method,synonym
8310,secure real time protocol,srtp,synonym
8311,srtp,secure real time protocol,synonym
8312,laser designation,gps,sibling
8313,laser designation,inertial navigation,sibling
8314,offshore oil rigs,wind turbines,sibling
8315,return on equity,roe,synonym
8316,roe,return on equity,synonym
8317,heap memory,gc activity,sibling
8318,gc activity,heap memory,sibling
8319,spinning beach ball of death,sbbod,synonym
8320,sbbod,spinning beach ball of death,synonym
8321,personal information protection electronic documents act,pipeda,synonym
8322,pipeda,personal information protection electronic documents act,synonym
8323,airborne public safety association,apsa,synonym
8324,apsa,airborne public safety association,synonym
8325,national reconnaissance office,nro,synonym
8326,nro,national reconnaissance office,synonym
8327,hewlett packard,b2b,ancestor
8328,traffic awareness beacon system,tabs,synonym
8329,tabs,traffic awareness beacon system,synonym
8330,highly desirable,easily accessible,sibling
8331,easily accessible,highly desirable,sibling
8332,pdas,cell phones,sibling
8333,pdas,personal digital assistants,synonym
8334,multifunction advanced data link,madl,synonym
8335,madl,multifunction advanced data link,synonym
8336,madl,data link,synonym
8337,world of drones congress,wodc,synonym
8338,wodc,world of drones congress,synonym
8339,gaas,general atomics aeronautical systems,synonym
8340,global hawk,uav,synonym
8341,global hawk,nasa dryden,synonym
8342,intelligent features,target tracking,ancestor
8343,intelligent features,gps denied,ancestor
8344,based safety systems,ivbss,synonym
8345,kutta rugged computer,krc,synonym
8346,krc,kutta rugged computer,synonym
8347,dear colleague letter,dcl,synonym
8348,dcl,dear colleague letter,synonym
8349,cyclic redundancy check,crc,synonym
8350,crc,cyclic redundancy check,synonym
8351,enterprise edition,ee,synonym
8352,ee,enterprise edition,synonym
8353,robotic vehicles,sensor integration,ancestor
8354,corrosion control review board,ccrb,synonym
8355,ccrb,corrosion control review board,synonym
8356,facility monitoring systems,fms,synonym
8357,integrated pest management,ipm,synonym
8358,ipm,integrated pest management,synonym
8359,3.3v uart,3.3v i2c,sibling
8360,3.3v i2c,3.3v uart,sibling
8361,joint robotics program,jrp,synonym
8362,jrp,joint robotics program,synonym
8363,ground vehicle,unmanned aerial,sibling
8364,joint multinational simulation center,jmsc,synonym
8365,jmsc,joint multinational simulation center,synonym
8366,reform act,fmra,synonym
8367,fmra,reform act,synonym
8368,city blocks,large geographic areas,ancestor
8369,traffic monitoring,police investigations,sibling
8370,traffic monitoring,weather forecasting,sibling
8371,traffic monitoring,law enforcement,sibling
8372,police investigations,traffic monitoring,sibling
8373,information sharing,data exchange,sibling
8374,data exchange,information sharing,sibling
8375,solid state lidars,ssl,synonym
8376,medium range maritime unmanned aerial system,mrmuas,synonym
8377,mrmuas,medium range maritime unmanned aerial system,synonym
8378,"5,000 feet","1,524 meters",synonym
8379,"1,524 meters","5,000 feet",synonym
8380,export administration regulation,ear,synonym
8381,air navigation,overseas territories,synonym
8382,overseas territories,air navigation,synonym
8383,drone usage,proper maintenance,sibling
8384,proper maintenance,drone usage,sibling
8385,lightning safety group,lsg,synonym
8386,lsg,lightning safety group,synonym
8387,business purposes,aerial surveying,ancestor
8388,business purposes,oil rig,ancestor
8389,business purposes,construction site monitoring,ancestor
8390,integration pilot program,ip2,synonym
8391,integration pilot program,ipp,synonym
8392,ip2,integration pilot program,synonym
8393,santa clara university,us,synonym
8394,united facilities criteria,ufc,synonym
8395,ufc,united facilities criteria,synonym
8396,open evening,online chat,sibling
8397,muon piston calorimeter,mpc,synonym
8398,point spread function,psf,synonym
8399,psf,point spread function,synonym
8400,pixhawk autopilot,px4,sibling
8401,digital unix,osf,synonym
8402,hubsan x4,h107c,synonym
8403,h107c,hubsan x4,synonym
8404,grand canyon supergroup,gcsg,synonym
8405,gcsg,grand canyon supergroup,synonym
8406,klas,mccarran international airport,synonym
8407,mccarran international airport,klas,synonym
8408,message delivery,mail transfer,ancestor
8409,quad rotor observer,qro,synonym
8410,qro,quad rotor observer,synonym
8411,eda,soa,sibling
8412,eda,event driven architecture,synonym
8413,ultra high definition,uhd,synonym
8414,uhd,ultra high definition,synonym
8415,uhd,qhd,sibling
8416,annual effective dose rate,aedr,synonym
8417,aedr,annual effective dose rate,synonym
8418,airspace defense solution,ads,synonym
8419,enterprise test lab,etl,synonym
8420,kenya civil aviation authority,kcaa,synonym
8421,kcaa,kenya civil aviation authority,synonym
8422,kerbal space center,ksc,synonym
8423,industry foundation class,ifc,synonym
8424,ifc,industry foundation class,synonym
8425,ifc,flight controller,synonym
8426,continuous improvement program,cip,synonym
8427,cip,continuous improvement program,synonym
8428,first person vision,fpv,synonym
8429,environmental control unit,ecu,synonym
8430,networks of excellence,noe,synonym
8431,noe,networks of excellence,synonym
8432,evaluation kit,samv71 xult,synonym
8433,samv71 xult,evaluation kit,synonym
8434,portable document format,pdf,synonym
8435,keyhole markup language,kml,synonym
8436,kml,keyhole markup language,synonym
8437,gps coordinates,traffic alerts,sibling
8438,traffic alerts,gps coordinates,sibling
8439,aviation industry,drone operators,sibling
8440,aviation industry,federal aviation administration,sibling
8441,$500,$400,synonym
8442,$400,$500,synonym
8443,outdoor sports,extreme adventure,sibling
8444,extreme adventure,outdoor sports,sibling
8445,rich internet applications,desktop applications,ancestor
8446,rich internet applications,ria,synonym
8447,desktop applications,adf,synonym
8448,url pushing,form replication,sibling
8449,form replication,url pushing,sibling
8450,adf faces,jsf,synonym
8451,end of life,eol,synonym
8452,eol,end of life,synonym
8453,american petroleum institute,api,synonym
8454,thread activity,memory usage,sibling
8455,digital marketing,seo,sibling
8456,report date,dd mm yyyy,synonym
8457,dd mm yyyy,report date,synonym
8458,forward operating base,fob,synonym
8459,fob,forward operating base,synonym
8460,fob,forward operating bases,synonym
8461,policy relevant background,prb,synonym
8462,ord,international airport,synonym
8463,physical sciences,psi,synonym
8464,central command,centcom,synonym
8465,centcom,central command,synonym
8466,small form factor,sff,synonym
8467,sff,small form factor,synonym
8468,european honey bees,ehbs,synonym
8469,ehbs,european honey bees,synonym
8470,multicultural media correspondents association,mmca,synonym
8471,mmca,multicultural media correspondents association,synonym
8472,maintenance section multifunctional,msm,synonym
8473,msm,maintenance section multifunctional,synonym
8474,specific laws,public law,ancestor
8475,large ion lithophile elements,lile,synonym
